Rarity,Name,Description
Rare,"Death's Advance","Teaches you: Death's Advance    Death's Advance 2 min cooldown Increases movement speed by 35% and grants immunity to root and snare effects for 8 seconds."
Rare,"Deconstruct","Teaches you: Deconstruct    Deconstruct 15 Rage Sunders the target's armor, dealing 65% Arcanestrike weapon damage (52% if a two-handed weapon is equipped) plus 4. Grants you Deconstruction for 1 second per stack of Sunder Armor on your target.    This uses Devastate modifiers.    Deconstruction Increases your spell power by 1."
Rare,"Demonic Mind","Requires  Demon Skin (Rank 1)  Teaches you: Demonic Mind    Demonic Mind 1.5 sec cooldown 10 Mana While active, your spell critical strike chance is increased by 5%, but your healing done is reduced by 10%. Dealing direct spell damage now has a chance to reduce the target's healing received by 10%, stacking up to 3 times and lasting for 8 sec.  Cannot be used with bar-changing abilities like Stances or Forms.  Does not stack with other similar effects."
Rare,"Devil's Ignition","Requires  Incinerate (Rank 1)  Teaches you: Devil's Ignition    Devil's Ignition 30 yd range 4 sec cooldown 11 Mana Deals 73 Fire damage to the target. Awards 2 combo points, and lowers the cooldown of Cat-a-Clysm by 3 sec.    This uses Incinerate modifiers."
Rare,"Devour Mind","Requires  Devouring Plague (Rank 1)  This uses Devouring Plague modifiers.  Teaches you: Devour Mind    Devour Mind 30 yd range 12 Mana Afflicts a target with a disease that deals 61 Shadow damage every 2 sec and heals you for 15% of the damage done for 5 seconds.    Continuing to channel increases Devour Mind's duration by 2 every 0.50 sec.    This uses Devouring Plague modifiers."
Rare,"Disease Cloud","Teaches you: Disease Cloud    Disease Cloud 30 sec cooldown 4 Mana A cloud of disease surrounds the bearer, dealing 19 Plague damage to enemies within 3 yards every 2 seconds for 12 sec."
Rare,"Disembowel","Requires  Eviscerate (Rank 1)  Teaches you: Disembowel    Disembowel 35 Energy Finishing move that disembowels your target, causing damage over time. While bleeding, the target takes extra damage from your Mutilate.     1 point  : 27 damage over 6 sec     2 points: 40 damage over 6 sec     3 points: 54 damage over 6 sec     4 points: 68 damage over 6 sec     5 points: 83 damage over 6 sec    This uses Eviscerate modifiers."
Rare,"Divine Barrage","Requires  Arcane Barrage (Rank 1)  Teaches you: Divine Barrage    Divine Barrage 30 yd range 3 sec cooldown 14 Mana Launches several missiles at the enemy target, causing 226 Divine damage.     This uses Arcane Barrage modifiers."
Rare,"Divine Blast","Requires  Arcane Blast (Rank 1)  Teaches you: Divine Blast    Divine Blast 30 yd range 5 Mana 2.5 sec cast Blasts the target with energy, dealing 140 Divine damage.     Casting this increases all Arcane damage by 15% and its mana cost by 150%. Stacks up to 4 and lasts 6 sec, removed if you cast another Arcane ability that deals damage.     This uses Arcane Blast modifiers."
Rare,"Divine Dash","Requires  Intervene  Teaches you: Divine Dash    Divine Dash 30 yd range 30 sec cooldown Requires  Path of Healing  Dash towards a party or raid member at high speed, granting Divine Renewal to allies in your path.    This uses Intervene modifiers.      Divine Renewal Restore 142 health every 2 sec for 6 sec."
Rare,"Divine Infusion","Requires  Pain Suppression  Teaches you: Divine Infusion    Divine Infusion 40 yd range 2.5 min cooldown 6 Mana Causes a friendly target to grow with divine power, reducing their damage taken by 40% and granting them 60% resistance to enemy dispels for 8 sec. Knocks up players and reduces the movement speed of nearby enemies by 40% for 2 sec.    This uses Pain Suppression modifiers."
Rare,"Divine Missiles","Requires  Arcane Missiles (Rank 1)  Teaches you: Divine Missiles    Divine Missiles 30 yd range 25 Mana Launches Divine Missiles at the enemy, causing 21 Divine damage every 1 sec for 3 sec.    This uses Arcane Missiles modifiers."
Rare,"Divine Steed","Teaches you: Divine Steed    Divine Steed 45 sec cooldown Leap atop your Charger for 3 sec, increasing movement speed by 70%. Usable while indoors and in combat.    Divine Steed is removed upon shapeshifting."
Rare,"Downpour","Teaches you: Downpour    Downpour 40 yd range 10 sec cooldown 21 Mana Releases a burst of healing water, healing 5 allies in the area for 93 Nature healing."
Rare,"Dragon Charge","Requires  Intercept  Teaches you: Dragon Charge    Dragon Charge 30 sec cooldown Run at 100% increased speed until you impact an enemy or for 2 sec. The impact unleashes a cone of fire in front of you dealing 9 Fire damage and slowing enemies by 60% for 3 sec.    Deals 300% more damage when impacting an enemy permanently immune to slows.    This uses Intercept modifiers."
Rare,"Dragon Roar","Requires  Death Wish  Teaches you: Dragon Roar    Dragon Roar 25 sec cooldown Roar explosively, dealing 161 armor-piercing physical damage to nearby enemies and reducing their movement speed by 60% for 2 sec.    This ability is usable while shapeshifted."
Rare,"Dragonhawk Bite","Requires  Mongoose Bite (Rank 1)  Teaches you: Dragonhawk Bite    Dragonhawk Bite 5 sec cooldown 2 Mana Attack the enemy for 11 Holystrike damage.    This uses Mongoose Bite modifiers."
Rare,"Drakhacrisp","Requires  Dragon's Breath (Rank 1)  Teaches you: Drakhacrisp    Drakhacrisp 35 sec cooldown 7 Mana Take flight, continuously breathing fire on everything underneath you for 69 Fire damage.    This uses Dragon's Breath modifiers."
Rare,"Duality of Sin","Teaches you: Duality of Sin    Duality of Sin 1 min cooldown Accumulate power in order to transcend into an Angel of Light or an Angel of Death.    Dealing direct Holy damage or periodic Shadow damage with spells has a chance to accumulate the respective power. Upon reaching 42 stacks of either power, the matching Angel form becomes usable.    After using a specific Angel form, you become sated for 2 min.    Angel of Light Devote to the powers of the Divine, your direct Smite and Holy Fire hits now unleash a blast of Holy energy dealing additional 100% damage to targets in line in front of you.    Angel of Death Succumb to the powers of Darkness, your periodic Shadow damage conjures a bolt of Dark Vengeance dealing additional 80% damage."
Rare,"Dusk Mangle","Requires  Mangle (Rank 1)  Teaches you: Dusk Mangle    Dusk Mangle Mangle the target, inflicting Shadowstrike damage and causing the target to take 30% additional damage from bleeds for 1 min.   Does not stack with other similar effects.  This ability can be used in Cat Form or Dire Bear Form. This uses Mangle modifiers."
Rare,"Dusk Maul","Requires  Maul (Rank 1)  Teaches you: Dusk Maul    Dusk Maul 15 Rage A strong attack that increases melee damage by 18 as Shadowstrike damage and causes a high amount of threat. Effects which increase bleed effects also increase Maul damage.    This uses Maul modifiers."
Rare,"Dusk Rake","Requires  Rake (Rank 1)  Teaches you: Dusk Rake    Dusk Rake 40 Energy Rake the target for 7 Shadowstrike damage and an additional 65 Shadowstrike damage over 9 sec. Awards 1 combo point.    This uses Rake modifiers."
Rare,"Dusk Revenge","Requires  Revenge (Rank 1)  Teaches you: Dusk Revenge    Dusk Revenge 5 sec cooldown 5 Rage Instantly counterattack an enemy for 58 to 70 Shadowstrike damage. Dark Vengeance is only usable after the warrior blocks, dodges or parries an attack.  This uses Revenge modifiers."
Rare,"Dusk Spike","Requires  Hemorrhage (Rank 1)  Teaches you: Dusk Spike    Dusk Spike 35 Energy An instant strike that deals 65% weapon damage as Shadowstrike and applies Hemorrhage, increasing Physical damage taken by up to 9. Lasts 10 charges or 15 sec. Awards 1 combo point.  Deals 114% weapon damage as Shadowstrike if a dagger is equipped and 55% if a two-hander is equipped.  This uses Hemorrhage modifiers."
Rare,"Duskfang Bite","Requires  Ferocious Bite (Rank 1)  Teaches you: Duskfang Bite    Duskfang Bite 35 Energy Finishing move that deals Shadow damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage:      1 point  : 13-16 damage      2 points: 21-24 damage      3 points: 30-33 damage      4 points: 38-41 damage      5 points: 47-50 damage    This uses Ferocious Bite modifiers."
Rare,"Duskreaver","Requires  Crusader Strike  Teaches you: Duskreaver    Duskreaver 4 sec cooldown 4 Mana An instant shadow strike that causes 50% weapon damage as Shadowstrike damage.    This uses Crusader Strike modifiers."
Rare,"Duskripper","Requires  Rip (Rank 1)  Teaches you: Duskripper    Duskripper 30 Energy Finishing move that causes Shadowstrike damage over time.  Damage increases per combo point:     1 point  : 16 Shadowstrike damage over 12 sec     2 points: 26 Shadowstrike damage over 12 sec     3 points: 36 Shadowstrike damage over 12 sec     4 points: 46 Shadowstrike damage over 12 sec     5 points: 56 Shadowstrike damage over 12 sec    This uses Rip modifiers."
Rare,"Duskshred","Requires  Shred (Rank 1)  Teaches you: Duskshred    Duskshred 60 Energy Shred the target, causing 145% weapon damage plus 15 as Shadowstrike damage to the target. Must be behind the target. Awards 1 combo point. Effects which increase bleed damage also increase Duskshred damage.    This uses Shred modifiers."
Rare,"Earthborer Acid","Teaches you: Earthborer Acid    Earthborer Acid 10 yd range 6 sec cooldown 12 Mana Sprays targets in front of you with acid, dealing 31 Nature damage and dealing an additional 4 Nature damage every 3 seconds. Reduces armor by 5% for 12 sec.    This ability is usable while shapeshifted.    Does not stack with other similar effects."
Rare,"Ebbing Tides Totem","Requires  Healing Stream Totem (Rank 1)  Teaches you: Ebbing Tides Totem    Ebbing Tides Totem 45 sec cooldown 2 Mana Requires  Path of Healing Summon an Ebbing Tides Totem with 5 health that increases the healing nearby allies receive from you by 10% every 3 sec. Stacks up to 3 times and lasts for 6 sec.  This ability can be cast while shapeshifted."
Rare,"Eclipse Blast","Requires  Wrath (Rank 1)  Teaches you: Eclipse Blast    Eclipse Blast 30 yd range 5 sec cooldown 10 Mana 3 sec cast Causes 138 to 166 Spellstorm damage to the target.    Deals 5.0% increased damage for each Nature periodic effect during Eclipse (Solar) or Arcane periodic effect during Eclipse (Lunar).    Uses Wrath modifiers."
Rare,"Eclipse Strike","Requires  Sinister Strike (Rank 1)  Teaches you: Eclipse Strike    Eclipse Strike 45 Energy An instant strike that causes 3 Spellstorm damage in addition to 65% of your normal weapon damage (44% if a Two-Handed weapon is equipped). Awards 1 combo point.    This uses Sinister Strike modifiers."
Rare,"Edge of Fury","Killing Spree no longer teleports you to deal its damage.    Dealing damage with Blind Revenge now grants you Edge of Fury.      Edge of Fury Increases the damage of your next Killing Spree by 15%. Stacks to 5 times and lasts for 15 sec."
Rare,"Eldritch Weapon","Teaches you: Eldritch Weapon    Eldritch Weapon 16 Mana Imbues your main-hand weapon with Eldritch Power increasing all threat generated by 30% and causing your melee abilities to trigger a wave of high-threat Arcane damage that restores 2% of your missing mana.    Eldritch Weapon can only trigger this way once every 5 sec and does not stack with other temporary weapon enhancements."
Rare,"Eldritch Wrath","Requires  Holy Wrath (Rank 1)  Teaches you: Eldritch Wrath    Eldritch Wrath 30 sec cooldown 16 Mana Release an Eldritch surge, dealing 78 Arcane damage to nearby enemies and reducing their attack power by 2. Does not stack with other similar effects.    This uses Holy Wrath modifiers. Attack power reduction increases with player level."
Rare,"Elemental Immolate","Requires  Immolate (Rank 1)  Teaches you: Elemental Immolate    Elemental Immolate 30 yd range 13 Mana Finishing move that scorches the target, dealing Elemental damage and additional Elemental damage over 15 sec. Deals increased damage per combo point.     1 point  : 6 damage and 13 over time     2 points: 7 damage and 15 over time     3 points: 9 damage and 18 over time     4 points: 10 damage and 22 over time     5 points: 12 damage and 25 over time    This uses Immolate modifiers."
Rare,"Entropy","Requires  Death Coil (Rank 1)  Teaches you: Entropy    Entropy 30 yd range 20 sec cooldown 21 Mana 1.5 sec cast Causes 285 Shadow damage, increases your spell haste and critical strike chance with Shadow spells by 10% for 10 sec. Only usable on enemies that have less than 35% health."
Rare,"Ethereal Form","Teaches you: Ethereal Form    Ethereal Form 1.5 sec cooldown 10 Mana Physical damage taken is reduced by 5%, threat generation is reduced by 10%, but magic damage taken is increased by 10%."
Rare,"Exorcist's Slash","Requires  Exorcism (Rank 1)  This uses Exorcism modifiers.  Teaches you: Exorcist's Slash    Exorcist's Slash 10 sec cooldown 40 Rage Strike the target, dealing 100% Holy weapon damage.    This uses Exorcism modifiers."
Rare,"Explosive Charges","Requires  Explosive Shot (Rank 1)  Teaches you: Explosive Charges    Explosive Charges 1 sec cooldown While active, this toggled ability causes your Lava Lash to plant an Explosive Charge on your target that detonates after 3 sec, dealing -111 Fire damage to the target and nearby enemies.    This uses Explosive Shot modifiers."
Rare,"Faerie Blink","Requires  Blink  Teaches you: Faerie Blink    Faerie Blink 15 sec cooldown 17 Mana Teleports the caster 10 yards forward, unless something is in the way and unleashes a Faerie Volley. This does not free the caster from crowd control effects.    This uses Blink modifiers.    Faerie Volley Sends a barrage of faerie missiles at 5 nearby targets, dealing 96 to 128 Arcane damage and reducing the cooldown of Faerie Blink by 2 seconds per target hit."
